,glottocode,label_,outlier_prob,cluster_prob,x,y
0,ache1246,-1,0.30434782608695654,0.0,-6.979855293729909,4.4833752067838395
1,afri1274,1,0.0,1.0,-6.975817130748956,-6.430107391354702
2,aghu1253,0,0.0,1.0,4.380245104324745,0.9655587306085452
3,agua1253,0,0.0,1.0,4.380245104324745,0.9655587306085452
4,akhv1239,0,0.0,1.0,4.380245104324745,0.9655587306085452
5,alba1267,1,0.0,1.0,1.393070943202842,-0.7064620443416928
6,amha1245,-1,0.25000000000000006,0.0,1.0612362899561185,2.3842132032564525
7,anci1242,1,0.0,1.0,1.0296791151111697,-0.9323045591509349
8,ancu1238,0,0.0,1.0,4.380245104324745,0.9655587306085451
9,anda1281,0,0.0,1.0,4.380245104324745,0.9655587306085451
10,andi1255,0,0.0,1.0,4.380245104324745,0.9655587306085451
11,arch1244,0,0.0,1.0,4.380245104324745,0.9655587306085451
12,asut1235,1,0.0,1.0,-7.502916359219292,-6.917801297390697
13,avar1256,0,,0.0,2.072793093572737,7.343743491663033
14,aves1237,0,0.0,1.0,4.380245104324745,0.9655587306085452
15,ayor1240,1,0.0,1.0,1.0296791148086448,-0.9323045585368384
16,bagv1239,0,,0.0,4.775564845822978,-4.925093282657885
17,balo1260,-1,0.4973821989528796,0.0,-0.5889085235703971,4.818886264657621
18,bari1297,0,0.0,1.0,4.380245104324745,0.9655587306085451
19,basq1248,0,0.0,1.0,4.380245104324745,0.9655587306085451
20,bata1285,3,,0.0,-1.5087316534052118,0.19121485478896266
21,batl1238,0,0.0,1.0,4.380245104324745,0.9655587306085451
22,bats1242,0,0.0,1.0,4.380245104324745,0.9655587306085451
23,baur1253,0,0.0,1.0,4.380245104324745,0.9655587306085451
24,bela1254,1,0.0,1.0,-0.8790088664758421,-2.307012600949618
25,bera1259,0,0.0,1.0,4.380245104324745,0.9655587306085452
26,bezh1248,0,0.0,1.0,4.380245104324745,0.9655587306085452
27,biha1245,3,0.0,1.0,-5.272792256959876,0.14679254619514115
28,bila1255,-1,0.19999999999999998,0.0,-4.5137183018357945,-12.682290445315465
29,bitt1240,0,0.0,1.0,4.380245104324745,0.9655587306085451
30,bret1244,1,0.0,1.0,1.0296791151452194,-0.9323045592200565
31,budu1248,0,0.0,1.0,4.380245104324745,0.9655587306085452
32,buku1249,1,0.0,1.0,-2.163387595601642,-3.311287424149807
33,bulg1262,1,0.0,1.0,1.9306159817436006,-0.39593559020515273
34,bush1247,1,0.0,1.0,-9.166830094092363,-8.156893506295036
35,cayu1262,0,0.0,1.0,4.380245104324745,0.9655587306085451
36,cent1972,3,,0.0,-5.112391082543379,4.803155783994554
37,cent2142,0,0.0,1.0,4.380245104324745,0.9655587306085451
38,cham1309,0,0.0,1.0,4.380245104324745,0.9655587306085451
39,chip1261,0,0.0,1.0,4.380245104324745,0.9655587306085451
40,chir1284,0,0.0,1.0,4.380245104324745,0.9655587306085451
41,chok1245,4,0.0,1.0,-12.392326253709715,-0.06885139672361792
42,chur1257,0,0.0,1.0,4.380245104324745,0.9655587306085451
43,coca1259,1,0.0,1.0,-5.73814461500282,-5.608286845080906
44,cube1242,4,0.0,1.0,-5.889738800486857,2.0936461424390553
45,cusc1236,0,0.0,1.0,4.380245104324745,0.9655587306085451
46,czec1258,1,0.0,1.0,-4.959414730609232,-5.176841822404789
47,dani1285,1,0.0,1.0,-9.166829999434373,-8.156893615422678
48,dari1249,3,0.0,1.0,-5.847060426024774,-1.8816004465920837
49,digo1243,-1,0.19999999999999998,0.0,-8.563021495447217,6.947102132535048
50,dutc1256,1,0.0,1.0,-6.503612133455374,-6.0618134587731
51,east2283,0,0.0,1.0,4.380245104324746,0.965558730608545
52,east2295,0,0.0,1.0,4.380245104324746,0.965558730608545
53,east2447,2,0.0,1.0,0.4700131943629005,-8.510749215959098
54,elam1244,0,0.0,1.0,4.380245104324746,0.965558730608545
55,enap1235,3,,0.0,-10.467578870914902,-3.3912378877804983
56,erzy1239,0,0.0,1.0,4.380245104324747,0.965558730608545
57,esto1258,0,0.0,1.0,4.380245104324747,0.965558730608545
58,fang1246,2,0.0,1.0,-6.3790855340503345,5.71915150334567
59,finn1318,0,0.0,1.0,4.380245104324747,0.9655587306085452
60,fris1239,1,0.0,1.0,-6.503612133422924,-6.061813458811082
61,ghod1238,0,0.0,1.0,4.380245104324746,0.9655587306085451
62,giga1238,0,0.0,1.0,4.380245104324746,0.9655587306085451
63,goth1244,0,0.0,1.0,4.380245104324746,0.9655587306085451
64,guaj1256,3,,0.0,-12.870945674101682,1.3922379426399663
65,guja1252,3,0.0,1.0,-5.772259064108164,-0.42978607425950754
66,haus1257,1,,0.0,-0.9136799616784536,-2.9015181094988627
67,hawa1245,2,0.0,1.0,-1.4559206039783876,2.7579878262408943
68,haya1250,1,,0.0,-9.448115613349671,2.9451988035727825
69,here1253,0,0.0,1.0,4.380245104324745,0.9655587306085451
70,hidd1238,0,0.0,1.0,4.380245104324745,0.9655587306085451
71,high1278,0,0.0,1.0,4.380245104324745,0.9655587306085451
72,hind1269,3,0.0,1.0,-3.277759978399243,-0.34405891093797913
73,hinu1240,0,0.0,1.0,4.380245104324746,0.9655587306085451
74,hitt1242,0,,0.0,3.366610654677923,1.7497641158297925
75,homs1234,0,0.0,1.0,4.380245104324746,0.965558730608545
76,hung1274,0,0.0,1.0,4.380245104324746,0.965558730608545
77,hunz1247,0,0.0,1.0,4.380245104324746,0.965558730608545
78,icel1247,0,0.0,1.0,4.380245104324746,0.965558730608545
79,igna1246,0,0.0,1.0,4.380245104324746,0.965558730608545
80,ingr1248,0,0.0,1.0,4.380245104324746,0.965558730608545
81,ingu1240,0,0.0,1.0,4.380245104324746,0.965558730608545
82,inxo1238,0,0.0,1.0,4.380245104324746,0.965558730608545
83,iris1253,0,0.0,1.0,4.380245104324746,0.965558730608545
84,ital1282,1,0.0,1.0,2.1348576106926407,-0.2841619996860505
85,iton1250,0,0.0,1.0,4.380245104324746,0.965558730608545
86,itsa1239,0,0.0,1.0,4.380245104324746,0.965558730608545
87,jama1262,0,0.0,1.0,4.380245104324746,0.965558730608545
88,jica1244,1,0.0,1.0,-7.275669985561048,-6.7167684271781996
89,jude1256,0,0.0,1.0,4.380245104324746,0.9655587306085449
90,kamb1297,0,0.0,1.0,4.380245104324746,0.9655587306085449
91,kapi1249,0,0.0,1.0,4.380245104324746,0.9655587306085449
92,kash1277,3,0.0,1.0,-3.2533420660751498,-1.0520883670079448
93,kaya1329,0,0.0,1.0,4.380245104324746,0.9655587306085451
94,kett1243,1,0.0,1.0,1.6874330197810181,-0.5331765391792425
95,khan1273,0,0.0,1.0,4.380245104324746,0.9655587306085451
96,kiku1240,-1,0.19999999999999998,0.0,-1.337625078688122,4.108622671209796
97,komc1235,-1,0.25000000000000006,0.0,0.0009750180747046741,2.907992380223423
98,komi1268,1,,0.0,0.09222727407728606,-1.655785826350359
99,komo1260,-1,0.14285714285714285,0.0,-0.9097847227595304,-6.043248288740533
100,kumy1244,0,0.0,1.0,4.380245104324746,0.9655587306085454
101,kunz1243,0,0.0,1.0,4.380245104324746,0.9655587306085454
102,kwas1243,0,0.0,1.0,4.380245104324746,0.9655587306085454
103,lahn1241,3,,0.0,-7.145942838124548,2.295260797290841
104,lati1261,0,0.0,1.0,4.380245104324746,0.9655587306085454
105,latv1249,0,0.0,1.0,4.380245104324746,0.9655587306085454
106,laua1243,-1,0.14285714285714285,0.0,-10.742317948065743,4.714449438020792
107,ling1263,1,,0.0,-8.112816579343727,-5.375362661754067
108,lipa1241,1,0.0,1.0,-6.163612792121258,-5.857454781420076
109,lith1251,1,,0.0,-6.396964875173901,-6.67053084421665
110,luba1249,0,0.0,1.0,4.380245104324747,0.9655587306085452
111,mace1250,1,0.0,1.0,2.8818712046276875,0.13664687402799805
112,mait1250,3,0.0,1.0,-3.5404786914928006,0.3376005538592775
113,mako1251,0,0.0,1.0,4.380245104324747,0.9655587306085454
114,mala1479,0,0.0,1.0,4.380245104324747,0.9655587306085454
115,mans1258,0,0.0,1.0,4.380245104324747,0.9655587306085454
116,mapu1245,0,0.0,1.0,4.380245104324747,0.9655587306085454
117,mara1378,3,,0.0,-4.6082244573098565,-7.356448729345555
118,masa1299,-1,0.0,0.0,-2.64013273514049,9.071359378602615
119,mbal1257,0,0.0,1.0,4.380245104324746,0.9655587306085452
120,mesc1238,1,,0.0,-4.815516773355568,-6.605404820734799
121,mido1240,-1,0.3333333333333334,0.0,-9.182184356064395,4.977796634649002
122,moco1246,0,0.0,1.0,4.380245104324747,0.9655587306085452
123,mode1248,1,0.0,1.0,1.6874330197598801,-0.5331765391352481
124,mokp1239,2,0.0,1.0,-6.536444826624854,9.82982158593399
125,mong1338,-1,0.23809523809523805,0.0,-9.574289439863755,2.4776360452281647
126,mpuo1241,0,0.0,1.0,4.380245104324747,0.9655587306085451
127,nege1244,0,0.0,1.0,4.380245104324747,0.9655587306085451
128,niue1239,2,0.0,1.0,-5.74534302630311,7.664874339261316
129,noga1249,0,0.0,1.0,4.380245104324746,0.9655587306085452
130,nort2641,3,0.0,1.0,-11.784722490692646,-1.103832774367572
131,nort2671,4,0.0,1.0,-11.700988154086462,2.487490834789918
132,nort2697,0,0.0,1.0,4.380245104324747,0.9655587306085454
133,nort2952,-1,0.32631578947368417,0.0,-8.68294419031119,1.1832273392341537
134,nort2972,0,0.0,1.0,4.380245104324746,0.9655587306085454
135,norw1259,1,0.0,1.0,-9.166830161515973,-8.156893428564787
136,nucl1235,3,0.0,1.0,-6.242553629726581,-0.7132496960597822
137,nucl1643,0,0.0,1.0,4.380245104324746,0.9655587306085452
138,nucl1649,0,0.0,1.0,4.380245104324746,0.9655587306085452
139,nyor1246,3,,0.0,-7.71797073666891,1.804183843115374
140,oduu1239,0,0.0,1.0,4.380245104324746,0.9655587306085452
141,olda1245,0,0.0,1.0,4.380245104324746,0.9655587306085452
142,olde1238,0,0.0,1.0,4.380245104324746,0.9655587306085452
143,oldn1244,0,0.0,1.0,4.380245104324746,0.9655587306085452
144,onaa1245,0,0.0,1.0,4.380245104324746,0.9655587306085452
145,onto1237,2,0.0,1.0,-5.347862736063401,8.806072415638223
146,opat1246,0,0.0,1.0,4.380245104324746,0.9655587306085452
147,osse1243,4,0.0,1.0,-2.5434437492411917,3.5345640451367237
